timestamp,hex
1509890681856,07DE07060D00C08ADE010F00C0CE5F010D00C87A5C000D00C84E5B001200C88AD8000000C83693001C00C82247020C00C0C222010C00C0BA22010C00C0B622010C00C0BA22010C00C0B622010C00C0BA22010C00C0BE22010C00C0C222010E00C02E2201F609C8849A010000C8C6A0010000C88A61010000C8EA9E800000C0CE22010000C0B622015106C8B01602FB06C84817029407C8D416024008C8481702CA08C8B81702ED08C810D8011909C8405602F008C8F0D701F508C80818021809C88017023309C85C1702FC08C8041802CB08C8FC1702BE08C8B01702E108C80CD801DE08C80099015A09C830D9017009C80CD9018709C854D9018609C894D8019609C86099010A09C830DA010309C87CDA018D09C81CDB01720AC8FCDA01170AC8D8DA01274F00001BA200082306365100000000000000000000000000000000
1509890682215,07DE07060D00C08ADE010F00C0CE5F010D00C87A5C000D00C84E5B001200C88AD8000000C83693001C00C82247020C00C0C222010C00C0BA22010C00C0B622010C00C0BA22010C00C0B622010C00C0BA22010C00C0BE22010C00C0C222010E00C02E2201F609C8849A010000C8C6A0010000C88A61010000C8EA9E800000C0CE22010000C0B622015106C8B01602FB06C84817029407C8D416024008C8481702CA08C8B81702ED08C810D8011909C8405602F008C8F0D701F508C80818021809C88017023309C85C1702FC08C8041802CB08C8FC1702BE08C8B01702E108C80CD801DE08C80099015A09C830D9017009C80CD9018709C854D9018609C894D8019609C86099010A09C830DA010309C87CDA018D09C81CDB01720AC8FCDA01170AC8D8DA01274F00001BA200082306365100000000000000000000000000000000
1509890701996,4A4107060D00C08ADE010F00C0CE5F010D00C87A5C000D00C84E5B001200C88AD8000000C83693001C00C82247020C00C0C222010C00C0BA22010C00C0B622010C00C0BA22010C00C0B622010C00C0BA22010C00C0BE22010C00C0C222010E00C02E2201F609C8849A010000C8C6A0010000C88A61010000C8EA9E800000C0CE22010000C0B622015106C8B01602FB06C84817029407C8D416024008C8481702CA08C8B81702ED08C810D8011909C8405602F008C8F0D701F508C80818021809C88017023309C85C1702FC08C8041802CB08C8FC1702BE08C8B01702E108C80CD801DE08C80099015A09C830D9017009C80CD9018709C854D9018609C894D8019609C86099010A09C830DA010309C87CDA018D09C81CDB01720AC8FCDA01170AC8D8DA01284F00001BA200082306365100000000000000000000000000000000
1509890721987,4A4107060D00C08ADE010F00C0CE5F010D00C87A5C000D00C84E5B001200C88AD8000000C83693001C00C82247020C00C0C222010C00C0BA22010C00C0B622010C00C0BA22010C00C0B622010C00C0BA22010C00C0BE22010C00C0C222010E00C02E2201F609C8849A010000C8C6A0010000C88A61010000C8EA9E800000C0CE22010000C0B622015106C8B01602FB06C84817029407C8D416024008C8481702CA08C8B81702ED08C810D8011909C8405602F008C8F0D701F508C80818021809C88017023309C85C1702FC08C8041802CB08C8FC1702BE08C8B01702E108C80CD801DE08C80099015A09C830D9017009C80CD9018709C854D9018609C894D8019609C86099010A09C830DA010309C87CDA018D09C81CDB01720AC8FCDA01170AC8D8DA01284F00001BA200082306365100000000000000000000000000000000
1509890742037,CB9F08060D00C08ADE010F00C0CE5F010D00C87A5C000D00C84E5B001200C88AD8000000C83693001C00C82247022700C8124D020C00C0BA22010C00C0B622010C00C0BA22010C00C0B622010C00C0BA22010C00C0BE22010C00C0C222010E00C02E2201F609C8849A010000C8C6A0010000C88A61010000C8EA9E800000C0CE22010000C0B622015106C8B01602FB06C84817029407C8D416024008C8481702CA08C8B81702ED08C810D8011909C8405602F008C8F0D701F508C80818021809C88017023309C85C1702FC08C8041802CB08C8FC1702BE08C8B01702E108C80CD801DE08C80099015A09C830D9017009C80CD9018709C854D9018609C894D8019609C86099010A09C830DA010309C87CDA018D09C81CDB01720AC8FCDA01170AC8D8DA01284F00001BA200082306365100000000000000000000000000000000
1509890762021,F34208060D00C08ADE010F00C0CE5F010D00C87A5C000D00C84E5B001200C88AD8000000C83693001C00C82247022700C8124D020C00C0BA22010C00C0B622010C00C0BA22010C00C0B622010C00C0BA22010C00C0BE22010C00C0C222010E00C02E2201F609C8849A010000C8C6A0010000C88A61010000C8EA9E800000C0CE22010000C0B622015106C8B01602FB06C84817029407C8D416024008C8481702CA08C8B81702ED08C810D8011909C8405602F008C8F0D701F508C80818021809C88017023309C85C1702FC08C8041802CB08C8FC1702BE08C8B01702E108C80CD801DE08C80099015A09C830D9017009C80CD9018709C854D9018609C894D8019609C86099010A09C830DA010309C87CDA018D09C81CDB01720AC8FCDA01170AC8D8DA01294F00001BA200082306365100000000000000000000000000000000
1509890782039,F34208060D00C08ADE010F00C0CE5F010D00C87A5C000D00C84E5B001200C88AD8000000C83693001C00C82247022700C8124D020C00C0BA22010C00C0B622010C00C0BA22010C00C0B622010C00C0BA22010C00C0BE22010C00C0C222010E00C02E2201F609C8849A010000C8C6A0010000C88A61010000C8EA9E800000C0CE22010000C0B622015106C8B01602FB06C84817029407C8D416024008C8481702CA08C8B81702ED08C810D8011909C8405602F008C8F0D701F508C80818021809C88017023309C85C1702FC08C8041802CB08C8FC1702BE08C8B01702E108C80CD801DE08C80099015A09C830D9017009C80CD9018709C854D9018609C894D8019609C86099010A09C830DA010309C87CDA018D09C81CDB01720AC8FCDA01170AC8D8DA01294F00001BA200082306365100000000000000000000000000000000
1509890802029,C44709060D00C08ADE010F00C0CE5F010D00C87A5C000D00C84E5B001200C88AD8000000C83693001C00C82247022700C8124D02058788AE14010C00C0B622010C00C0BA22010C00C0B622010C00C0BA22010C00C0BE22010C00C0C222010E00C02E2201F609C8849A010000C8C6A0010000C88A61010000C8EA9E800000C0CE22010000C0B622015106C8B01602FB06C84817029407C8D416024008C8481702CA08C8B81702ED08C810D8011909C8405602F008C8F0D701F508C80818021809C88017023309C85C1702FC08C8041802CB08C8FC1702BE08C8B01702E108C80CD801DE08C80099015A09C830D9017009C80CD9018709C854D9018609C894D8019609C86099010A09C830DA010309C87CDA018D09C81CDB01720AC8FCDA01170AC8D8DA01294F00001BA200082306365100000000000000000000000000000000
1509890822071,60F409060D00C08ADE010F00C0CE5F010D00C87A5C000D00C84E5B001200C88AD8000000C83693001C00C82247022700C8124D02058788AE14010C00C0B622010C00C0BA22010C00C0B622010C00C0BA22010C00C0BE22010C00C0C222010E00C02E2201F609C8849A010000C8C6A0010000C88A61010000C8EA9E800000C0CE22010000C0B622015106C8B01602FB06C84817029407C8D416024008C8481702CA08C8B81702ED08C810D8011909C8405602F008C8F0D701F508C80818021809C88017023309C85C1702FC08C8041802CB08C8FC1702BE08C8B01702E108C80CD801DE08C80099015A09C830D9017009C80CD9018709C854D9018609C894D8019609C86099010A09C830DA010309C87CDA018D09C81CDB01720AC8FCDA01170AC8D8DA012A4F00001BA200082306365100000000000000000000000000000000
1509890842064,60F409060D00C08ADE010F00C0CE5F010D00C87A5C000D00C84E5B001200C88AD8000000C83693001C00C82247022700C8124D02058788AE14010C00C0B622010C00C0BA22010C00C0B622010C00C0BA22010C00C0BE22010C00C0C222010E00C02E2201F609C8849A010000C8C6A0010000C88A61010000C8EA9E800000C0CE22010000C0B622015106C8B01602FB06C84817029407C8D416024008C8481702CA08C8B81702ED08C810D8011909C8405602F008C8F0D701F508C80818021809C88017023309C85C1702FC08C8041802CB08C8FC1702BE08C8B01702E108C80CD801DE08C80099015A09C830D9017009C80CD9018709C854D9018609C894D8019609C86099010A09C830DA010309C87CDA018D09C81CDB01720AC8FCDA01170AC8D8DA012A4F00001BA200082306365100000000000000000000000000000000
