"gRaw","tRaw","gVal","tVal","type","readTime","sensorTime","estDriftMin","estDriftMax","estTimeStamp","sensorID"
"709","23624","4.3949633","36.97003","0","1514319255","347040","0","0","1514318775","M0002C2ZU4"
"711","23588","4.4151115","37.041023","0","1514319255","347040","0","0","1514318835","M0002C2ZU4"
"713","23576","4.43526","37.064686","0","1514319255","347040","0","0","1514318895","M0002C2ZU4"
"706","23572","4.364741","37.072575","0","1514319255","347040","0","0","1514318955","M0002C2ZU4"
"704","23492","4.344593","37.230335","0","1514319255","347040","0","0","1514319015","M0002C2ZU4"
"702","23512","4.3244452","37.190895","0","1514319255","347040","0","0","1514319075","M0002C2ZU4"
"696","23572","4.2640004","37.072575","0","1514319255","347040","0","0","1514319135","M0002C2ZU4"
"687","23540","4.173334","37.135677","0","1514319255","347040","0","0","1514319195","M0002C2ZU4"
"680","23436","4.1028156","37.340767","0","1514319255","347040","0","0","1514319255","M0002C2ZU4"
"1257","24956","9.915556","26.266014","1","1514300046","327960","0","0","1514270346","M0002C2ZU4"
"1224","24964","9.583112","26.250237","1","1514300046","327960","0","0","1514271246","M0002C2ZU4"
"0","0","-2.7475557","43.17","1","1514300046","327960","0","0","1514272146","M0002C2ZU4"
"0","0","-2.7475557","43.17","1","1514300046","327960","0","0","1514273046","M0002C2ZU4"
"0","0","-2.7475557","43.17","1","1514300046","327960","0","0","1514273946","M0002C2ZU4"
"0","0","-2.7475557","43.17","1","1514300046","327960","0","0","1514274846","M0002C2ZU4"
"1295","23916","10.298371","36.394207","1","1514300046","327960","0","0","1514275746","M0002C2ZU4"
"1269","23856","10.036445","36.512527","1","1514300046","327960","0","0","1514276646","M0002C2ZU4"
"1219","40732","9.532742","35.5423","1","1514300046","327960","0","0","1514277546","M0002C2ZU4"
"1290","24264","10.248001","35.70795","1","1514300046","327960","0","0","1514278446","M0002C2ZU4"
"1356","23592","10.9128895","37.033134","1","1514300046","327960","0","0","1514279346","M0002C2ZU4"
"1310","23736","10.449482","36.749165","1","1514300046","327960","0","0","1514280246","M0002C2ZU4"
"1228","24168","9.623409","35.897263","1","1514300046","327960","0","0","1514281146","M0002C2ZU4"
"1153","40916","8.867853","35.179455","1","1514300046","327960","0","0","1514282046","M0002C2ZU4"
"0","0","-2.7475557","43.17","1","1514300046","327960","0","0","1514282946","M0002C2ZU4"
"1341","188","10.761779","42.799263","1","1514300046","327960","0","0","1514283846","M0002C2ZU4"
"1351","23356","10.86252","37.498528","1","1514300046","327960","0","0","1514284746","M0002C2ZU4"
