record_id,month,day,year,hour,minute,second,timestamp,Fsensor-start,value,sensor-runtime,error-bitfield,record-type,reading-type,FerrorLO,arrow
261,11,2,17,12,13,24,1509596004,0,99,2190,0,-1,-1,-1,-1
262,11,2,17,12,28,24,1509596904,0,92,2205,0,-1,-1,-1,-1
263,11,2,17,12,43,24,1509597804,0,87,2220,0,-1,-1,-1,-1
264,11,2,17,12,58,24,1509598704,0,87,2235,0,-1,-1,-1,-1
265,11,2,17,13,13,24,1509599604,0,78,2250,0,-1,-1,-1,-1
266,11,2,17,13,28,24,1509600504,0,74,2265,0,-1,-1,-1,-1
269,11,3,17,4,47,45,1509655665,0,88,3180,0,-1,-1,-1,-1
270,11,3,17,5,2,45,1509656565,0,97,3195,0,-1,-1,-1,-1
271,11,3,17,5,17,45,1509657465,0,98,3210,0,-1,-1,-1,-1
272,11,3,17,5,32,45,1509658365,0,97,3225,0,-1,-1,-1,-1
273,11,3,17,5,47,45,1509659265,0,112,3240,0,-1,-1,-1,-1
274,11,3,17,6,2,45,1509660165,0,116,3255,0,-1,-1,-1,-1
275,11,3,17,6,17,45,1509661065,0,106,3270,0,-1,-1,-1,-1
276,11,3,17,6,32,45,1509661965,0,106,3285,0,-1,-1,-1,-1
277,11,3,17,6,47,45,1509662865,0,106,3300,0,-1,-1,-1,-1
278,11,3,17,7,2,45,1509663765,0,102,3315,0,-1,-1,-1,-1
279,11,3,17,7,17,45,1509664665,0,95,3330,0,-1,-1,-1,-1
280,11,3,17,7,32,45,1509665565,0,88,3345,0,-1,-1,-1,-1
281,11,3,17,7,47,45,1509666465,0,84,3360,0,-1,-1,-1,-1
282,11,3,17,8,2,45,1509667365,0,88,3375,0,-1,-1,-1,-1
283,11,3,17,8,17,45,1509668265,0,95,3390,0,-1,-1,-1,-1
284,11,3,17,8,32,45,1509669165,0,99,3405,0,-1,-1,-1,-1
285,11,3,17,8,47,45,1509670065,0,100,3420,0,-1,-1,-1,-1
286,11,3,17,9,2,45,1509670965,0,94,3435,0,-1,-1,-1,-1
287,11,3,17,9,17,45,1509671865,0,83,3450,0,-1,-1,-1,-1
288,11,3,17,9,32,45,1509672765,0,90,3465,0,-1,-1,-1,-1
289,11,3,17,9,47,45,1509673665,0,107,3480,0,-1,-1,-1,-1
290,11,3,17,10,2,45,1509674565,0,104,3495,0,-1,-1,-1,-1
291,11,3,17,10,17,45,1509675465,0,89,3510,0,-1,-1,-1,-1
292,11,3,17,10,32,45,1509676365,0,83,3525,0,-1,-1,-1,-1
293,11,3,17,10,47,45,1509677265,0,78,3540,0,-1,-1,-1,-1
294,11,3,17,11,2,45,1509678165,0,69,3555,0,-1,-1,-1,-1
295,11,3,17,11,17,45,1509679065,0,70,3570,0,-1,-1,-1,-1
296,11,3,17,11,32,45,1509679965,0,82,3585,0,-1,-1,-1,-1
297,11,3,17,11,47,45,1509680865,0,87,3600,0,-1,-1,-1,-1
298,11,3,17,12,2,45,1509681765,0,89,3615,0,-1,-1,-1,-1
299,11,3,17,12,17,45,1509682665,0,93,3630,0,-1,-1,-1,-1
304,11,3,17,12,32,33,1509683553,0,115,3645,0,-1,-1,-1,-1
305,11,3,17,12,47,33,1509684453,0,106,3660,0,-1,-1,-1,-1
306,11,3,17,13,2,33,1509685353,0,92,3675,0,-1,-1,-1,-1
307,11,3,17,13,17,33,1509686253,0,84,3690,0,-1,-1,-1,-1
308,11,3,17,13,32,33,1509687153,0,86,3705,0,-1,-1,-1,-1
309,11,3,17,13,47,33,1509688053,0,90,3720,0,-1,-1,-1,-1
313,11,3,17,14,3,11,1509688991,0,92,3735,0,-1,-1,-1,-1
314,11,3,17,14,18,11,1509689891,0,92,3750,0,-1,-1,-1,-1
315,11,3,17,14,33,11,1509690791,0,86,3765,0,-1,-1,-1,-1
316,11,3,17,14,48,11,1509691691,0,84,3780,0,-1,-1,-1,-1
317,11,3,17,15,3,11,1509692591,0,87,3795,0,-1,-1,-1,-1
318,11,3,17,15,18,11,1509693491,0,93,3810,0,-1,-1,-1,-1
319,11,3,17,15,33,11,1509694391,0,94,3825,0,-1,-1,-1,-1
322,11,3,17,22,5,37,1509717937,0,84,4215,0,-1,-1,-1,-1
323,11,3,17,22,20,37,1509718837,0,107,4230,0,-1,-1,-1,-1
324,11,3,17,22,35,37,1509719737,0,136,4245,0,-1,-1,-1,-1
325,11,3,17,22,50,37,1509720637,0,140,4260,0,-1,-1,-1,-1
326,11,3,17,23,5,37,1509721537,0,134,4275,0,-1,-1,-1,-1
327,11,3,17,23,20,37,1509722437,0,125,4290,0,-1,-1,-1,-1
328,11,3,17,23,35,37,1509723337,0,121,4305,0,-1,-1,-1,-1
329,11,3,17,23,50,37,1509724237,0,124,4320,0,-1,-1,-1,-1
330,11,4,17,0,5,37,1509725137,0,118,4335,0,-1,-1,-1,-1
331,11,4,17,0,20,37,1509726037,0,114,4350,0,-1,-1,-1,-1
332,11,4,17,0,35,37,1509726937,0,112,4365,0,-1,-1,-1,-1
333,11,4,17,0,50,37,1509727837,0,107,4380,0,-1,-1,-1,-1
334,11,4,17,1,5,37,1509728737,0,101,4395,0,-1,-1,-1,-1
335,11,4,17,1,20,37,1509729637,0,97,4410,0,-1,-1,-1,-1
336,11,4,17,1,35,37,1509730537,0,99,4425,0,-1,-1,-1,-1
337,11,4,17,1,50,37,1509731437,0,104,4440,0,-1,-1,-1,-1
338,11,4,17,2,5,37,1509732337,0,98,4455,0,-1,-1,-1,-1
339,11,4,17,2,20,37,1509733237,0,83,4470,0,-1,-1,-1,-1
340,11,4,17,2,35,37,1509734137,0,82,4485,0,-1,-1,-1,-1
341,11,4,17,2,50,37,1509735037,0,91,4500,0,-1,-1,-1,-1
342,11,4,17,3,5,37,1509735937,0,92,4515,0,-1,-1,-1,-1
343,11,4,17,3,20,37,1509736837,0,88,4530,0,-1,-1,-1,-1
344,11,4,17,3,35,37,1509737737,0,86,4545,0,-1,-1,-1,-1
345,11,4,17,3,50,37,1509738637,0,83,4560,0,-1,-1,-1,-1
346,11,4,17,4,5,37,1509739537,0,86,4575,0,-1,-1,-1,-1
347,11,4,17,4,20,37,1509740437,0,96,4590,0,-1,-1,-1,-1
348,11,4,17,4,35,37,1509741337,0,95,4605,0,-1,-1,-1,-1
349,11,4,17,4,50,37,1509742237,0,99,4620,0,-1,-1,-1,-1
350,11,4,17,5,5,37,1509743137,0,105,4635,0,-1,-1,-1,-1
351,11,4,17,5,20,37,1509744037,0,93,4650,0,-1,-1,-1,-1
352,11,4,17,5,35,37,1509744937,0,79,4665,0,-1,-1,-1,-1
355,11,4,17,16,23,35,1509783815,0,79,5310,0,-1,-1,-1,-1
356,11,4,17,16,38,35,1509784715,0,78,5325,0,-1,-1,-1,-1
357,11,4,17,16,53,35,1509785615,0,78,5340,0,-1,-1,-1,-1
358,11,4,17,17,8,35,1509786515,0,77,5355,0,-1,-1,-1,-1
359,11,4,17,17,23,35,1509787415,0,73,5370,0,-1,-1,-1,-1
360,11,4,17,17,38,35,1509788315,0,70,5385,0,-1,-1,-1,-1
361,11,4,17,17,53,35,1509789215,0,72,5400,0,-1,-1,-1,-1
362,11,4,17,18,8,35,1509790115,0,73,5415,0,-1,-1,-1,-1
363,11,4,17,18,23,35,1509791015,0,73,5430,0,-1,-1,-1,-1
364,11,4,17,18,38,35,1509791915,0,72,5445,0,-1,-1,-1,-1
365,11,4,17,18,53,35,1509792815,0,69,5460,0,-1,-1,-1,-1
366,11,4,17,19,8,35,1509793715,0,69,5475,0,-1,-1,-1,-1
367,11,4,17,19,23,35,1509794615,0,73,5490,0,-1,-1,-1,-1
368,11,4,17,19,38,35,1509795515,0,71,5505,0,-1,-1,-1,-1
369,11,4,17,19,53,35,1509796415,0,65,5520,0,-1,-1,-1,-1
370,11,4,17,20,8,35,1509797315,0,66,5535,0,-1,-1,-1,-1
371,11,4,17,20,23,35,1509798215,0,71,5550,0,-1,-1,-1,-1
372,11,4,17,20,38,35,1509799115,0,69,5565,0,-1,-1,-1,-1
373,11,4,17,20,53,35,1509800015,0,69,5580,0,-1,-1,-1,-1
374,11,4,17,21,8,35,1509800915,0,77,5595,0,-1,-1,-1,-1
375,11,4,17,21,23,35,1509801815,0,78,5610,0,-1,-1,-1,-1
376,11,4,17,21,38,35,1509802715,0,78,5625,0,-1,-1,-1,-1
377,11,4,17,21,53,35,1509803615,0,78,5640,0,-1,-1,-1,-1
378,11,4,17,22,8,35,1509804515,0,89,5655,0,-1,-1,-1,-1
379,11,4,17,22,23,35,1509805415,0,107,5670,0,-1,-1,-1,-1
380,11,4,17,22,38,35,1509806315,0,105,5685,0,-1,-1,-1,-1
381,11,4,17,22,53,35,1509807215,0,95,5700,0,-1,-1,-1,-1
382,11,4,17,23,8,35,1509808115,0,91,5715,0,-1,-1,-1,-1
383,11,4,17,23,23,35,1509809015,0,94,5730,0,-1,-1,-1,-1
384,11,4,17,23,38,35,1509809915,0,93,5745,0,-1,-1,-1,-1
385,11,4,17,23,53,35,1509810815,0,82,5760,0,-1,-1,-1,-1
388,11,5,17,7,55,57,1509839757,0,117,6240,0,-1,-1,-1,-1
389,11,5,17,8,10,57,1509840657,0,111,6255,0,-1,-1,-1,-1
390,11,5,17,8,25,57,1509841557,0,107,6270,0,-1,-1,-1,-1
391,11,5,17,8,40,57,1509842457,0,104,6285,0,-1,-1,-1,-1
392,11,5,17,8,55,57,1509843357,0,96,6300,0,-1,-1,-1,-1
393,11,5,17,9,10,57,1509844257,0,84,6315,0,-1,-1,-1,-1
394,11,5,17,9,25,57,1509845157,0,77,6330,0,-1,-1,-1,-1
395,11,5,17,9,40,57,1509846057,0,85,6345,0,-1,-1,-1,-1
396,11,5,17,9,55,57,1509846957,0,106,6360,0,-1,-1,-1,-1
397,11,5,17,10,10,57,1509847857,0,110,6375,0,-1,-1,-1,-1
398,11,5,17,10,25,57,1509848757,0,94,6390,0,-1,-1,-1,-1
399,11,5,17,10,40,57,1509849657,0,78,6405,0,-1,-1,-1,-1
400,11,5,17,10,55,57,1509850557,0,75,6420,0,-1,-1,-1,-1
401,11,5,17,11,10,57,1509851457,0,79,6435,0,-1,-1,-1,-1
402,11,5,17,11,25,57,1509852357,0,75,6450,0,-1,-1,-1,-1
403,11,5,17,11,40,57,1509853257,0,70,6465,0,-1,-1,-1,-1
404,11,5,17,11,55,57,1509854157,0,73,6480,0,-1,-1,-1,-1
405,11,5,17,12,10,57,1509855057,0,76,6495,0,-1,-1,-1,-1
406,11,5,17,12,25,57,1509855957,0,80,6510,0,-1,-1,-1,-1
407,11,5,17,12,40,57,1509856857,0,87,6525,0,-1,-1,-1,-1
408,11,5,17,12,55,57,1509857757,0,82,6540,0,-1,-1,-1,-1
409,11,5,17,13,10,57,1509858657,0,73,6555,0,-1,-1,-1,-1
410,11,5,17,13,25,57,1509859557,0,84,6570,0,-1,-1,-1,-1
411,11,5,17,13,40,57,1509860457,0,103,6585,0,-1,-1,-1,-1
412,11,5,17,13,55,57,1509861357,0,116,6600,0,-1,-1,-1,-1
413,11,5,17,14,10,57,1509862257,0,110,6615,0,-1,-1,-1,-1
414,11,5,17,14,25,57,1509863157,0,93,6630,0,-1,-1,-1,-1
415,11,5,17,14,40,57,1509864057,0,84,6645,0,-1,-1,-1,-1
416,11,5,17,14,55,57,1509864957,0,89,6660,0,-1,-1,-1,-1
417,11,5,17,15,10,57,1509865857,0,89,6675,0,-1,-1,-1,-1
418,11,5,17,15,25,57,1509866757,0,81,6690,0,-1,-1,-1,-1
421,11,5,17,15,41,42,1509867702,0,77,6705,0,-1,-1,-1,-1
422,11,5,17,15,56,42,1509868602,0,76,6720,0,-1,-1,-1,-1
423,11,5,17,16,11,42,1509869502,0,74,6735,0,-1,-1,-1,-1
424,11,5,17,16,26,42,1509870402,0,82,6750,0,-1,-1,-1,-1
425,11,5,17,16,41,42,1509871302,0,82,6765,0,-1,-1,-1,-1
426,11,5,17,16,56,42,1509872202,0,74,6780,0,-1,-1,-1,-1
427,11,5,17,17,11,42,1509873102,0,75,6795,0,-1,-1,-1,-1
428,11,5,17,17,26,42,1509874002,0,76,6810,0,-1,-1,-1,-1
429,11,5,17,17,41,42,1509874902,0,72,6825,0,-1,-1,-1,-1
430,11,5,17,17,56,42,1509875802,0,73,6840,0,-1,-1,-1,-1
434,11,6,17,16,17,7,1509956227,0,76,8175,0,-1,-1,-1,-1
435,11,6,17,16,32,7,1509957127,0,70,8190,0,-1,-1,-1,-1
436,11,6,17,16,47,7,1509958027,0,75,8205,0,-1,-1,-1,-1
437,11,6,17,17,2,7,1509958927,0,81,8220,0,-1,-1,-1,-1
438,11,6,17,17,17,7,1509959827,0,82,8235,0,-1,-1,-1,-1
439,11,6,17,17,32,7,1509960727,0,90,8250,0,-1,-1,-1,-1
440,11,6,17,17,47,7,1509961627,0,102,8265,0,-1,-1,-1,-1
441,11,6,17,18,2,7,1509962527,0,100,8280,0,-1,-1,-1,-1
442,11,6,17,18,17,7,1509963427,0,85,8295,0,-1,-1,-1,-1
443,11,6,17,18,32,7,1509964327,0,74,8310,0,-1,-1,-1,-1
444,11,6,17,18,47,7,1509965227,0,73,8325,0,-1,-1,-1,-1
445,11,6,17,19,2,7,1509966127,0,73,8340,0,-1,-1,-1,-1
446,11,6,17,19,17,7,1509967027,0,76,8355,0,-1,-1,-1,-1
447,11,6,17,19,32,7,1509967927,0,90,8370,0,-1,-1,-1,-1
448,11,6,17,19,47,7,1509968827,0,95,8385,0,-1,-1,-1,-1
449,11,6,17,20,2,7,1509969727,0,89,8400,0,-1,-1,-1,-1
450,11,6,17,20,17,7,1509970627,0,86,8415,0,-1,-1,-1,-1
451,11,6,17,20,32,7,1509971527,0,85,8430,0,-1,-1,-1,-1
452,11,6,17,20,47,7,1509972427,0,84,8445,0,-1,-1,-1,-1
453,11,6,17,21,2,7,1509973327,0,81,8460,0,-1,-1,-1,-1
454,11,6,17,21,17,7,1509974227,0,80,8475,0,-1,-1,-1,-1
455,11,6,17,21,32,7,1509975127,0,85,8490,0,-1,-1,-1,-1
456,11,6,17,21,47,7,1509976027,0,88,8505,0,-1,-1,-1,-1
457,11,6,17,22,2,7,1509976927,0,84,8520,0,-1,-1,-1,-1
458,11,6,17,22,17,7,1509977827,0,82,8535,0,-1,-1,-1,-1
459,11,6,17,22,32,7,1509978727,0,83,8550,0,-1,-1,-1,-1
460,11,6,17,22,47,7,1509979627,0,82,8565,0,-1,-1,-1,-1
461,11,6,17,23,2,7,1509980527,0,78,8580,0,-1,-1,-1,-1
462,11,6,17,23,17,7,1509981427,0,75,8595,0,-1,-1,-1,-1
463,11,6,17,23,32,7,1509982327,0,80,8610,0,-1,-1,-1,-1
464,11,6,17,23,47,7,1509983227,0,82,8625,0,-1,-1,-1,-1
467,11,7,17,0,3,16,1509984196,0,83,8640,0,-1,-1,-1,-1
468,11,7,17,0,18,16,1509985096,0,87,8655,0,-1,-1,-1,-1
469,11,7,17,0,33,16,1509985996,0,80,8670,0,-1,-1,-1,-1
470,11,7,17,0,48,16,1509986896,0,74,8685,0,-1,-1,-1,-1
471,11,7,17,1,3,16,1509987796,0,75,8700,0,-1,-1,-1,-1
472,11,7,17,1,18,16,1509988696,0,76,8715,0,-1,-1,-1,-1
473,11,7,17,1,33,16,1509989596,0,76,8730,0,-1,-1,-1,-1
474,11,7,17,1,48,16,1509990496,0,76,8745,0,-1,-1,-1,-1
475,11,7,17,2,3,16,1509991396,0,89,8760,0,-1,-1,-1,-1
476,11,7,17,2,18,16,1509992296,0,114,8775,0,-1,-1,-1,-1
477,11,7,17,2,33,16,1509993196,0,126,8790,0,-1,-1,-1,-1
478,11,7,17,2,48,16,1509994096,0,122,8805,0,-1,-1,-1,-1
479,11,7,17,3,3,16,1509994996,0,115,8820,0,-1,-1,-1,-1
480,11,7,17,3,18,16,1509995896,0,109,8835,0,-1,-1,-1,-1
481,11,7,17,3,33,16,1509996796,0,107,8850,0,-1,-1,-1,-1
482,11,7,17,3,48,16,1509997696,0,103,8865,0,-1,-1,-1,-1
483,11,7,17,4,3,16,1509998596,0,94,8880,0,-1,-1,-1,-1
484,11,7,17,4,18,16,1509999496,0,89,8895,0,-1,-1,-1,-1
485,11,7,17,4,33,16,1510000396,0,94,8910,0,-1,-1,-1,-1
486,11,7,17,4,48,16,1510001296,0,102,8925,0,-1,-1,-1,-1
487,11,7,17,5,3,16,1510002196,0,112,8940,0,-1,-1,-1,-1
488,11,7,17,5,18,16,1510003096,0,122,8955,0,-1,-1,-1,-1
